id	filename	md5	size	state
dc727753-68e3-4f14-b915-7b02f977fcfc	de049943-9c52-4c26-ba4c-d62918b837a8.FPKM-UQ.txt.gz	a5f03753547d4f2eed2d4884b2902022	390124	released
9e82a7e2-f55e-4fa8-8ef9-b76d71f94376	e0db5812-4526-450b-bfa2-5a199a5c3e56.FPKM-UQ.txt.gz	e7312e7fdb9499bcad0f11e190dccca3	380273	released
1ed03c63-ec3c-4f06-be23-db6e6337bdde	a4eb372e-09e2-4cb7-88ce-a7cd8ad7ec5e.FPKM-UQ.txt.gz	c3d7d7317b5d598160145cecd7304560	384566	released
4442817f-f1e1-430e-9821-1fefa7ee138f	118486ad-0ec4-419d-81aa-4dc3c90334d1.FPKM-UQ.txt.gz	18d07d4ccf2d42fba1bd67223fd430ed	375730	released
e9b0266b-7424-4f46-8ed5-e580a21ecd87	84372c78-90e9-455f-b849-c9ac567ed6da.FPKM-UQ.txt.gz	e77718e2e987a133853aaea2ce5f01d7	379318	released
8ec10201-b3b6-4dcf-a667-a7ed1c7482eb	3cbe8027-d17a-4e16-8d7b-8d14d9be1c9d.FPKM-UQ.txt.gz	59e72c486ba3dfea8d8698988a8d3adf	374972	released
5f8aac79-1077-4ef4-9f5b-b5ec1ddf0932	2c5c15da-b8b3-4b09-b819-4f0b03a270bc.FPKM-UQ.txt.gz	a7f8674199f2d89f1db754d5188c5d24	366621	released
2339b250-f5ca-4c32-b502-0c6525e08b96	bd080420-96b0-42c9-bf22-b3050ed8500a.FPKM-UQ.txt.gz	4874b21486fd7aa818c8f56f570401e0	373944	released
57d20e07-f88c-498f-ac8b-f34fd583ed66	dae90805-6c5b-4090-9050-99e7c5c73003.FPKM-UQ.txt.gz	56d4a21a0fc8f0b38c07a10b1d100df6	373722	released
e2abcd39-b3ba-4bda-a65d-282ab5db599d	d907e43e-8089-4fb0-819c-8f0fb30c5588.FPKM-UQ.txt.gz	d7481543e349b1e1f866735ef0e9446e	381876	released
87b34fb6-4899-4340-94dc-63fb828f1d8e	be0fe43b-0bcb-432a-ae13-a150ec24976f.FPKM-UQ.txt.gz	7f2d86bb9f94e8d8c071f40d83def3fd	374514	released
9925be55-8307-44f4-a989-edce3efed7fb	4d0730e5-0c37-466d-a43c-def7a30ba775.FPKM-UQ.txt.gz	ac640bf3e299166a441a83b32a43367a	377959	released
142094e5-81a6-4123-90cf-24053df4455f	a7cfe188-2467-4bf0-bb90-0224e2823ab8.FPKM-UQ.txt.gz	28ff7fa322f8224c45706ee9f70ebe16	384284	released
01c7a24a-ca38-4961-87bf-a91734df83cd	2e2baf26-bc07-400e-bb65-3199f82d360c.FPKM-UQ.txt.gz	31d5d2a1cac70854a038b7fded8a39cb	376226	released
f4766244-7cdd-4404-a49a-661235902c7e	cf80e170-711a-42e3-892f-3f4606459115.FPKM-UQ.txt.gz	70eadc3b79e5608db44e06c04994530a	365685	released
f9d69a06-7c95-4821-bad9-0c0c7cabc0ba	d7439771-f3c0-47d3-94a8-627cbc09d69a.FPKM-UQ.txt.gz	0bdfb8bd35c7ccfc0c27ad0990435714	384262	released
2b57fc5a-c80e-4557-a146-6d4884516502	54ed707f-a3ef-42e4-a026-86e9980d691f.FPKM-UQ.txt.gz	7f5f474273afe75c80473c08f4bc7512	385402	released
93ce61ff-96dd-4e1a-9949-649d3197b395	71a41cfc-9c69-4088-adf5-07a877d86a62.FPKM-UQ.txt.gz	a67aef92e70f5c7b6a7a8b8839b142b5	382089	released
efef7201-5d36-4890-becc-50211d9e2e15	9c691ba5-7150-49e8-a6ae-a286d366920c.FPKM-UQ.txt.gz	2f9dd4fe84a999d90d1896ec0587e5f0	383348	released
fa047aba-e046-4a9e-9fbc-27c37d9e11d7	c8f1954c-3fca-42a7-842c-0116d6a89ea2.FPKM-UQ.txt.gz	fd3b92ebf8c26d8c7e589fb2a8cd03d0	399197	released
eccfb65d-0218-465d-8875-c0bd1bdca267	29e8e116-d9bf-442b-ba40-4678e3f1058f.FPKM-UQ.txt.gz	a3ee21222d375af970ac4e9118488b48	375613	released
c42db8c5-060b-45b9-9afc-033fff6c86e3	88b00776-2683-4c14-9ff3-065a60b8f179.FPKM-UQ.txt.gz	930f242d134de107a18b680ffe8b9f4c	385972	released
4c9635b7-b188-413b-bfdd-120c2677f514	a25a683f-1b81-44ce-ae1f-e1d12f135f31.FPKM-UQ.txt.gz	e742cb1b2777e15d9433f7fa4fa2d543	386176	released
ded6d1a4-ddc7-431a-acf2-4ce79a405f94	f9863246-9a39-42ee-bd50-0242e18e87ad.FPKM-UQ.txt.gz	ff86f4ac15ba0724a65936a3410067d2	377474	released
95914c3b-aa99-49ca-894a-985c18c398d8	6386e71f-5aaa-4687-868a-04937188b1ac.FPKM-UQ.txt.gz	decddd85bbab5bc7f6135b713f9d4371	384296	released
a932d9d1-4afd-4be4-baf9-183b027621fe	f8019fa1-725e-4cc4-95cf-4465c43adff8.FPKM-UQ.txt.gz	d5c1949f8b06649732f6a94883f650ff	377928	released
721a3327-3464-4b27-b82a-20d19f44dba9	240df237-d41f-4679-bc1f-e360c29d5cb6.FPKM-UQ.txt.gz	48147b677006825cd2700c5454e4dfcf	374835	released
dd890233-2cf6-47d3-9890-5d8cbc6f04a3	3b724b44-b7b3-4daf-a874-972165d9c089.FPKM-UQ.txt.gz	4c238ffb03e0b6dbad0580ef5224dbe5	374652	released
248275b4-cecb-49b4-9a53-f2f740e52d11	d4927620-a881-4035-9755-f2759e204c4f.FPKM-UQ.txt.gz	ed4d3659f4fd9cec669da78b924e7175	396543	released
5846eca0-3847-4688-a62b-dc1a9e5776ad	5c1f2b4d-eb68-49b9-9673-e4c6dc80cd22.FPKM-UQ.txt.gz	b4dfa626c00a9a436c42f8ae66bfd22f	367612	released
be793e48-5924-45c2-838d-8116c508c189	c9962f1c-0df6-4c33-ab92-1b63d3b5fce6.FPKM-UQ.txt.gz	8f969dc1eb7019c56e27bcb94107571c	385564	released
2127bc7f-3a29-456b-8f8c-847fefffce97	7bdbefb8-dff8-4754-8b96-0b35785abc3c.FPKM-UQ.txt.gz	f1e6df501fb7b1a246a3f14b8c3ec822	370944	released
76968268-a85b-465f-9fd2-de3830cb3867	ce3590a4-cfcd-4e8b-9b46-8d87ff65a6ab.FPKM-UQ.txt.gz	b4c545b423033a8a3d2a1e51d4386db5	390260	released
73a6c1fd-d06e-42a2-9792-3c8c0a6040af	fe7122fe-b9e0-47a0-978f-0dffadbec157.FPKM-UQ.txt.gz	bbc00e8256c3c698802dab9362caeb3e	386887	released
cb23b7a2-8d9c-4b23-81fd-892212c74dcd	8ef0c974-0cab-43df-89dd-d13c24becfff.FPKM-UQ.txt.gz	357bad48be8d653b06a117493725b2c1	382747	released
661b90d2-cac0-4a08-91d7-a90b4f22a5f8	23ef0a43-05fb-484a-b7b6-067d7d29db4a.FPKM-UQ.txt.gz	90785a00b3e7b6a16c706fef0d20f012	373330	released
210e0764-69ab-4386-8d28-03c7304b81fe	e7059ee6-3180-4702-b94e-a4a48990fe50.FPKM-UQ.txt.gz	d1506579763064bf32baa59b66e9e2e8	380284	released
8af9db93-7546-487d-8aaa-407d1b7c03ce	9c2abc36-1984-4374-bf46-85eecc443f9d.FPKM-UQ.txt.gz	35a23af8686482d6d6362d3d850d312e	386040	released
dc0f8fed-7016-460b-b5d7-023ef5147c87	98b72c41-5dc0-4813-9955-e575cd1ca6a0.FPKM-UQ.txt.gz	7a775bd2dba869f283f724e602ae3876	375564	released
9f830f21-93f3-434e-9f6f-d545570f3cbd	84172ac8-d5a5-4085-b2e6-9eaa7c56c5a7.FPKM-UQ.txt.gz	2dcb4e143e2fd030f79a039dee4e46db	386776	released
49a2e473-116b-4bbe-bb17-b0dc1af7f32a	aedf20d5-95cf-47ae-8ad9-3bad2d1bf6d1.FPKM-UQ.txt.gz	6c707853e9fbb2b77e2cd46baf1569a5	375151	released
36fa73f8-11c3-49ca-b65f-e8db1b4a1f14	e17a7ff0-fe84-4754-8db2-261b4db37d61.FPKM-UQ.txt.gz	f4d5b7a0449bc874b7f3620835c77ae4	380323	released
d0ca33d5-3563-4b6b-ab66-36b832735b08	5e7348d1-8c2a-4971-aeaf-e6b6aef1bc81.FPKM-UQ.txt.gz	6df27f783589a9222525aaaedafb19e4	391300	released
93cc1693-b940-444f-848f-7fd078df9b10	f15d06aa-c69b-49d3-a4c1-b4381e295e0a.FPKM-UQ.txt.gz	474082d7cd62cc9d072c59d6007bec25	375398	released
8bf8ab12-8bb9-4447-b6d6-a21533a5f383	de32254e-88b4-44da-a402-0e057775fc7a.FPKM-UQ.txt.gz	a3bba4633e8255a40d0b65dbcd77dc57	366875	released
88b8a2f2-fbe5-485b-960b-a9a53f2154f4	ad8c3a8c-e7ad-46de-b92f-a97b33f4fc77.FPKM-UQ.txt.gz	d082b1c7d4ae09906f1cc1309ccefac0	386296	released
415e90f8-387b-4ec7-88c0-17974f0d4a09	033541e2-0eb9-41bc-b80f-e75e82c5f2dc.FPKM-UQ.txt.gz	dee439f5edb8fc73f9cbe4110de00152	371751	released
a0db8d8d-db36-4d31-a8d9-dd1969a3f215	021cead6-0060-49b8-b5ee-cacc640deeff.FPKM-UQ.txt.gz	9e6b16fc1be4f4def4178f677f06e0d8	384075	released
d2bdf667-2f5c-45b0-a4ad-3a7ba8189ceb	a2157356-1a36-41a4-a32e-a3400211bb3f.FPKM-UQ.txt.gz	acada13e742f6e8d2c0a75aca8dea8c0	382988	released
